order_id,program,supplier,category,order_date,promised_date,actual_date,unit_cost,quantity,days_late,on_time,at_risk,supplier_trending_late,total_cost
ORD-1208,Program-B,Aerostar Components,Fasteners,2024-06-24,2024-07-08,2024-07-09,1545.2,10,1,False,False,True,15452.0
ORD-1209,Program-D,Vantage Precision,Avionics,2024-04-30,2024-05-30,2024-05-27,2148.53,50,-3,True,False,False,107426.50000000001
ORD-1210,Program-A,Delta Avionics,Fasteners,2023-10-11,2023-12-10,2023-12-11,3227.76,25,1,False,False,False,80694.0
ORD-1211,Program-C,Northfield Machining,Structural,2024-01-15,2024-01-29,2024-01-27,1408.97,50,-2,True,False,False,70448.5
ORD-1212,Program-B,Delta Avionics,Electrical,2023-09-25,2023-10-09,2023-10-18,1738.4,100,9,False,False,False,173840.0
ORD-1213,Program-C,Vantage Precision,Avionics,2023-12-14,2024-02-12,2024-02-13,4476.24,10,1,False,False,False,44762.399999999994
ORD-1214,Program-A,Aerostar Components,Structural,2023-08-01,2023-09-15,2023-09-15,2783.92,50,0,True,False,True,139196.0
ORD-1215,Program-D,Delta Avionics,Avionics,2023-06-12,2023-07-03,2023-07-17,2620.45,10,14,False,True,False,26204.5
ORD-1216,Program-F,Delta Avionics,Structural,2023-08-16,2023-08-30,2023-10-06,2352.77,100,37,False,True,False,235277.0
ORD-1217,Program-D,Northfield Machining,Uncategorized,2023-04-16,2023-04-30,2023-04-28,528.55,1,-2,True,False,False,528.55
ORD-1218,Program-D,Aerostar Components,Electrical,2024-08-11,2024-09-10,2024-10-07,643.15,10,27,False,True,True,6431.5
ORD-1219,Program-F,Orbital Systems,Avionics,2024-04-06,2024-04-20,2024-04-27,510.0,100,7,False,False,False,51000.0
ORD-1220,Program-B,Aerostar Components,Avionics,2023-11-01,2023-12-16,2023-12-22,1550.49,5,6,False,False,True,7752.45
ORD-1221,Program-E,Northfield Machining,Electrical,2023-07-27,2023-08-10,2023-08-09,4135.17,100,-1,True,False,False,413517.0
ORD-1222,Program-B,Vantage Precision,Fasteners,2023-04-08,2023-05-08,2023-05-08,4264.55,5,0,True,False,False,21322.75
ORD-1223,Program-D,Aerostar Components,Structural,2024-05-05,2024-06-04,2024-06-16,4346.88,100,12,False,True,True,434688.0
ORD-1224,Program-C,Vantage Precision,Fasteners,2023-07-13,2023-08-12,2023-08-10,1156.89,100,-2,True,False,False,115689.00000000001
ORD-1225,Program-D,Northfield Machining,Avionics,2024-05-08,2024-05-22,2024-05-19,4617.65,100,-3,True,False,False,461764.99999999994
ORD-1226,Program-A,Delta Avionics,Fasteners,2024-05-12,2024-06-26,2024-06-23,4134.74,50,-3,True,False,False,206737.0
ORD-1227,Program-E,Northfield Machining,Structural,2023-01-16,2023-01-30,2023-01-31,2770.17,25,1,False,False,False,69254.25
ORD-1228,Program-E,Delta Avionics,Fasteners,2023-06-16,2023-08-15,2023-08-13,3268.5,10,-2,True,False,False,32685.0
ORD-1229,Program-C,Orbital Systems,Avionics,2023-10-03,2023-10-24,2023-10-22,336.01,1,-2,True,False,False,336.01
ORD-1230,Program-C,Aerostar Components,Structural,2023-03-14,2023-04-13,2023-04-13,2783.92,25,0,True,False,True,69598.0
ORD-1231,Program-A,Orbital Systems,Avionics,2023-07-03,2023-08-17,2023-08-25,2620.45,50,8,False,False,False,131022.49999999999
ORD-1232,Program-D,Delta Avionics,Avionics,2023-08-01,2023-08-31,2023-09-02,925.59,50,2,False,False,False,46279.5
ORD-1233,Program-F,Orbital Systems,Structural,2023-09-07,2023-10-07,2023-10-09,1336.08,5,2,False,False,False,6680.4
ORD-1234,Program-B,Orbital Systems,Structural,2023-01-08,2023-01-29,2023-01-30,4017.61,50,1,False,False,False,200880.5
ORD-1235,Program-D,Aerostar Components,Structural,2023-11-25,2024-01-24,2024-02-02,788.73,100,9,False,False,True,78873.0
ORD-1236,Program-D,Northfield Machining,Electrical,2024-03-18,2024-04-17,2024-04-17,4304.85,5,0,True,False,False,21524.25
ORD-1237,Program-E,Northfield Machining,Fasteners,2024-07-27,2024-08-10,2024-08-21,2534.58,25,11,False,True,False,63364.5
ORD-1238,Program-E,Aerostar Components,Fasteners,2023-01-24,2023-03-10,2023-03-24,3204.15,5,14,False,True,True,16020.75
ORD-1239,Program-C,Delta Avionics,Avionics,2024-01-04,2024-02-18,2024-02-19,793.34,25,1,False,False,False,19833.5
ORD-1240,Program-A,Orbital Systems,Structural,2023-01-23,2023-02-22,2023-02-27,402.72,1,5,False,False,False,402.72
ORD-1241,Program-E,Vantage Precision,Avionics,2023-07-31,2023-09-14,2023-09-13,3323.78,25,-1,True,False,False,83094.5
ORD-1242,Program-C,Delta Avionics,Electrical,2023-11-26,2023-12-17,2023-12-17,4499.56,1,0,True,False,False,4499.56
ORD-1243,Program-A,Northfield Machining,Avionics,2023-01-07,2023-02-21,2023-02-23,392.81,1,2,False,False,False,392.81
ORD-1244,Program-B,Delta Avionics,Fasteners,2023-07-13,2023-08-27,2023-08-25,3029.31,50,-2,True,False,False,151465.5
ORD-1245,Program-D,Northfield Machining,Structural,2023-07-22,2023-08-12,2023-08-09,1911.16,100,-3,True,False,False,191116.0
ORD-1246,Program-D,Northfield Machining,Avionics,2024-07-19,2024-09-02,2024-09-01,4440.28,50,-1,True,False,False,222014.0
ORD-1247,Program-C,Northfield Machining,Fasteners,2024-05-31,2024-06-14,2024-06-12,3198.55,100,-2,True,False,False,319855.0
ORD-1248,Program-E,Delta Avionics,Fasteners,2024-03-13,2024-04-27,2024-04-29,3778.28,1,2,False,False,False,3778.28
ORD-1249,Program-F,Vantage Precision,Structural,2023-04-09,2023-06-08,2023-06-14,4098.04,10,6,False,False,False,40980.4
ORD-1250,Program-D,Orbital Systems,Electrical,2024-03-30,2024-04-13,2024-04-15,2846.86,50,2,False,False,False,142343.0
ORD-1251,Program-F,Vantage Precision,Avionics,2024-04-01,2024-04-22,2024-04-19,3721.47,10,-3,True,False,False,37214.7
ORD-1252,Program-A,Vantage Precision,Structural,2023-08-29,2023-09-19,2023-09-30,2797.67,100,11,False,True,False,279767.0
ORD-1253,Program-C,Delta Avionics,Avionics,2023-08-14,2023-08-28,2023-08-30,4247.84,5,2,False,False,False,21239.2
ORD-1254,Program-F,Vantage Precision,Avionics,2023-05-02,2023-05-23,2023-05-29,1668.31,10,6,False,False,False,16683.1
ORD-1255,Program-F,Delta Avionics,Uncategorized,2023-08-09,2023-10-08,2023-10-06,4436.67,10,-2,True,False,False,44366.7
ORD-1256,Program-B,Orbital Systems,Avionics,2023-01-02,2023-03-03,2023-03-05,1809.69,1,2,False,False,False,1809.69
ORD-1257,Program-E,Vantage Precision,Electrical,2024-06-08,2024-08-07,2024-08-08,2920.92,25,1,False,False,False,73023.0
ORD-1258,Program-D,Delta Avionics,Electrical,2023-12-26,2024-01-25,2024-01-25,1644.43,100,0,True,False,False,164443.0
ORD-1259,Program-C,Delta Avionics,Avionics,2024-03-23,2024-04-13,2024-04-19,2610.48,50,6,False,False,False,130524.0
ORD-1260,Program-D,Delta Avionics,Electrical,2023-09-18,2023-10-09,2023-10-06,3011.22,10,-3,True,False,False,30112.199999999997
ORD-1261,Program-C,Aerostar Components,Fasteners,2024-01-21,2024-02-04,2024-02-04,3938.98,10,0,True,False,True,39389.8
ORD-1262,Program-F,Delta Avionics,Avionics,2024-03-19,2024-04-09,2024-04-06,2849.47,5,-3,True,False,False,14247.349999999999
ORD-1263,Program-B,Delta Avionics,Structural,2023-01-15,2023-03-16,2023-03-29,1528.69,50,13,False,True,False,76434.5
ORD-1264,Program-C,Northfield Machining,Fasteners,2023-05-16,2023-07-15,2023-07-22,2430.48,50,7,False,False,False,121524.0
ORD-1265,Program-B,Orbital Systems,Avionics,2024-01-14,2024-02-04,2024-03-13,3661.07,100,38,False,True,False,366107.0
ORD-1266,Program-A,Delta Avionics,Structural,2023-03-20,2023-04-03,2023-04-13,2386.7,50,10,False,False,False,119334.99999999999
ORD-1267,Program-F,Vantage Precision,Structural,2023-01-22,2023-02-21,2023-02-23,1285.25,100,2,False,False,False,128525.0
ORD-1268,Program-B,Aerostar Components,Avionics,2023-02-09,2023-04-10,2023-04-23,360.13,5,13,False,True,True,1800.65
ORD-1269,Program-C,Aerostar Components,Electrical,2023-07-09,2023-08-08,2023-08-06,2747.0299999999997,10,-2,True,False,True,27470.299999999996
ORD-1270,Program-D,Orbital Systems,Structural,2023-09-09,2023-09-23,2023-09-24,1319.82,10,1,False,False,False,13198.199999999999
ORD-1271,Program-B,Orbital Systems,Avionics,2023-10-06,2023-10-20,2023-11-15,1780.06,1,26,False,True,False,1780.06
ORD-1272,Program-A,Northfield Machining,Avionics,2023-09-08,2023-09-22,2023-10-01,2748.27,50,9,False,False,False,137413.5
ORD-1273,Program-E,Northfield Machining,Electrical,2023-11-22,2023-12-06,2023-12-08,1169.43,5,2,False,False,False,5847.150000000001
ORD-1274,Program-A,Northfield Machining,Structural,2024-07-21,2024-08-04,2024-08-08,4316.84,10,4,False,False,False,43168.4
ORD-1275,Program-E,Delta Avionics,Structural,2024-04-17,2024-06-01,2024-05-31,307.19,1,-1,True,False,False,307.19
ORD-1276,Program-E,Vantage Precision,Electrical,2024-03-31,2024-05-15,2024-05-16,3315.17,25,1,False,False,False,82879.25
ORD-1277,Program-D,Delta Avionics,Structural,2023-09-28,2023-10-19,2023-10-22,184.48,1,3,False,False,False,184.48
ORD-1278,Program-F,Delta Avionics,Fasteners,2023-11-20,2024-01-04,2024-01-13,3301.06,1,9,False,False,False,3301.06
ORD-1279,Program-C,Northfield Machining,Structural,2023-09-22,2023-10-22,2023-10-20,515.48,25,-2,True,False,False,12887.0
ORD-1280,Program-D,Aerostar Components,Avionics,2024-01-16,2024-01-30,2024-02-01,2688.49,5,2,False,False,True,13442.449999999999
ORD-1281,Program-D,Vantage Precision,Avionics,2023-04-10,2023-05-10,2023-05-09,1420.68,100,-1,True,False,False,142068.0
ORD-1282,Program-A,Vantage Precision,Structural,2023-04-21,2023-06-20,2023-07-03,1600.15,100,13,False,True,False,160015.0
ORD-1283,Program-F,Delta Avionics,Structural,2024-06-13,2024-07-28,2024-08-06,4837.28,50,9,False,False,False,241864.0
ORD-1284,Program-E,Orbital Systems,Avionics,2023-07-13,2023-08-27,2023-09-09,853.06,10,13,False,True,False,8530.599999999999
ORD-1285,Program-E,Aerostar Components,Structural,2023-01-18,2023-03-04,2023-03-11,4868.61,25,7,False,False,True,121715.24999999999
ORD-1286,Program-E,Aerostar Components,Fasteners,2023-11-21,2023-12-21,2024-01-01,2382.28,25,11,False,True,True,59557.00000000001
ORD-1287,Program-D,Aerostar Components,Electrical,2023-10-24,2023-11-23,2023-12-05,1259.48,25,12,False,True,True,31487.0
ORD-1288,Program-B,Delta Avionics,Avionics,2023-09-10,2023-10-01,2023-09-29,2620.45,1,-2,True,False,False,2620.45
ORD-1289,Program-F,Aerostar Components,Fasteners,2023-10-10,2023-11-09,2023-11-09,3709.51,5,0,True,False,True,18547.550000000003
ORD-1290,Program-B,Delta Avionics,Avionics,2023-02-11,2023-02-25,2023-02-28,4193.35,10,3,False,False,False,41933.5
ORD-1291,Program-D,Northfield Machining,Electrical,2023-07-03,2023-09-01,2023-09-02,2071.12,25,1,False,False,False,51778.0
ORD-1292,Program-F,Vantage Precision,Fasteners,2024-04-04,2024-05-04,2024-05-02,2534.58,100,-2,True,False,False,253458.0
ORD-1293,Program-C,Delta Avionics,Avionics,2023-03-08,2023-04-22,2023-04-24,1932.98,100,2,False,False,False,193298.0
ORD-1294,Program-F,Delta Avionics,Electrical,2023-01-26,2023-02-16,2023-03-24,4298.79,10,36,False,True,False,42987.9
ORD-1295,Program-F,Delta Avionics,Fasteners,2024-02-24,2024-04-09,2024-04-11,3647.02,10,2,False,False,False,36470.2
ORD-1296,Program-D,Aerostar Components,Structural,2024-06-07,2024-08-06,2024-08-03,1247.37,1,-3,True,False,True,1247.37
ORD-1297,Program-D,Aerostar Components,Fasteners,2023-02-14,2023-02-28,2023-03-02,3014.1,10,2,False,False,True,30141.0
ORD-1298,Program-D,Vantage Precision,Fasteners,2024-02-05,2024-02-19,2024-03-27,2680.02,100,37,False,True,False,268002.0
ORD-1299,Program-A,Delta Avionics,Electrical,2023-06-10,2023-07-01,2023-07-02,2747.0299999999997,25,1,False,False,False,68675.75
ORD-1300,Program-E,Delta Avionics,Electrical,2024-03-18,2024-04-01,2024-04-19,4349.33,5,18,False,True,False,21746.65
ORD-1301,Program-A,Orbital Systems,Avionics,2023-02-19,2023-04-05,2023-04-02,1737.04,25,-3,True,False,False,43426.0
ORD-1302,Program-E,Delta Avionics,Avionics,2024-01-14,2024-02-28,2024-03-04,1225.3,25,5,False,False,False,30632.5
ORD-1303,Program-D,Vantage Precision,Electrical,2023-10-20,2023-12-04,2023-12-20,2390.84,1,16,False,True,False,2390.84
ORD-1304,Program-A,Delta Avionics,Structural,2023-06-02,2023-06-16,2023-06-18,275.96,10,2,False,False,False,2759.6
ORD-1305,Program-D,Northfield Machining,Uncategorized,2023-07-18,2023-08-01,2023-08-03,3073.36,50,2,False,False,False,153668.0
ORD-1306,Program-D,Aerostar Components,Electrical,2023-01-04,2023-01-18,2023-01-17,4227.43,1,-1,True,False,True,4227.43
ORD-1307,Program-B,Orbital Systems,Electrical,2023-05-12,2023-06-02,2023-06-04,1425.22,50,2,False,False,False,71261.0
ORD-1308,Program-A,Aerostar Components,Fasteners,2023-11-15,2023-12-15,2023-12-12,196.86,10,-3,True,False,True,1968.6000000000001
ORD-1309,Program-F,Delta Avionics,Electrical,2024-07-11,2024-09-09,2024-09-09,3662.81,50,0,True,False,False,183140.5
ORD-1310,Program-E,Orbital Systems,Avionics,2023-07-05,2023-09-03,2023-09-17,4114.93,1,14,False,True,False,4114.93
ORD-1311,Program-C,Delta Avionics,Structural,2023-06-04,2023-06-18,2023-06-16,1320.64,25,-2,True,False,False,33016.0
ORD-1312,Program-F,Aerostar Components,Electrical,2023-08-10,2023-09-09,2023-09-09,4506.59,25,0,True,False,True,112664.75
ORD-1313,Program-B,Delta Avionics,Electrical,2024-07-19,2024-09-17,2024-09-21,4445.79,50,4,False,False,False,222289.5
ORD-1314,Program-B,Delta Avionics,Avionics,2024-07-01,2024-07-15,2024-07-14,3633.67,10,-1,True,False,False,36336.7
ORD-1315,Program-E,Northfield Machining,Electrical,2024-05-12,2024-06-02,2024-06-04,2685.84,10,2,False,False,False,26858.4
ORD-1316,Program-A,Orbital Systems,Electrical,2024-06-30,2024-07-14,2024-07-11,3659.41,1,-3,True,False,False,3659.41
ORD-1317,Program-F,Vantage Precision,Electrical,2024-05-26,2024-07-10,2024-07-19,2735.55,100,9,False,False,False,273555.0
ORD-1318,Program-B,Delta Avionics,Electrical,2024-04-24,2024-05-24,2024-05-24,4587.34,10,0,True,False,False,45873.4
ORD-1319,Program-B,Delta Avionics,Avionics,2024-02-28,2024-03-13,2024-03-11,875.96,50,-2,True,False,False,43798.0
ORD-1320,Program-D,Orbital Systems,Fasteners,2023-07-27,2023-09-10,2023-09-08,3246.82,25,-2,True,False,False,81170.5
ORD-1321,Program-C,Delta Avionics,Electrical,2024-04-20,2024-05-20,2024-05-22,4243.34,5,2,False,False,False,21216.7
ORD-1322,Program-D,Vantage Precision,Avionics,2023-03-05,2023-03-19,2023-03-20,1181.01,10,1,False,False,False,11810.1
ORD-1323,Program-C,Delta Avionics,Structural,2023-03-01,2023-03-31,2023-03-29,2007.4,100,-2,True,False,False,200740.0
ORD-1324,Program-C,Orbital Systems,Electrical,2023-06-23,2023-08-22,2023-08-29,4781.8,50,7,False,False,False,239090.0
ORD-1325,Program-C,Delta Avionics,Avionics,2024-05-11,2024-05-25,2024-05-24,4807.62,25,-1,True,False,False,120190.5
ORD-1326,Program-A,Orbital Systems,Uncategorized,2024-04-09,2024-06-08,2024-06-05,2684.67,50,-3,True,False,False,134233.5
ORD-1327,Program-F,Orbital Systems,Fasteners,2023-09-22,2023-10-13,2023-10-18,927.0,50,5,False,False,False,46350.0
ORD-1328,Program-F,Vantage Precision,Structural,2024-05-13,2024-06-27,2024-06-27,2935.77,50,0,True,False,False,146788.5
ORD-1329,Program-C,Orbital Systems,Avionics,2023-10-21,2023-11-20,2023-11-25,4407.56,100,5,False,False,False,440756.00000000006
ORD-1330,Program-A,Northfield Machining,Electrical,2024-03-14,2024-04-28,2024-05-05,2737.97,10,7,False,False,False,27379.699999999997
ORD-1331,Program-C,Orbital Systems,Avionics,2023-08-01,2023-09-15,2023-09-17,3963.02,25,2,False,False,False,99075.5
ORD-1332,Program-E,Aerostar Components,Avionics,2023-10-08,2023-10-29,2023-11-29,4748.11,5,31,False,True,True,23740.55
ORD-1333,Program-D,Vantage Precision,Avionics,2023-10-23,2023-11-13,2023-11-12,1055.95,10,-1,True,False,False,10559.5
ORD-1334,Program-C,Aerostar Components,Electrical,2024-03-11,2024-05-10,2024-06-11,2245.11,25,32,False,True,True,56127.75
ORD-1335,Program-E,Delta Avionics,Structural,2023-03-07,2023-04-21,2023-04-18,4242.5,10,-3,True,False,False,42425.0
ORD-1336,Program-F,Delta Avionics,Electrical,2023-11-03,2024-01-02,2024-02-01,3824.85,100,30,False,True,False,382485.0
ORD-1337,Program-E,Delta Avionics,Avionics,2024-02-20,2024-03-12,2024-03-13,1825.64,5,1,False,False,False,9128.2
ORD-1338,Program-A,Delta Avionics,Structural,2024-07-28,2024-08-27,2024-09-18,4973.51,100,22,False,True,False,497351.0
ORD-1339,Program-C,Aerostar Components,Electrical,2024-01-15,2024-03-15,2024-03-16,4118.54,1,1,False,False,True,4118.54
ORD-1340,Program-A,Vantage Precision,Avionics,2023-03-04,2023-03-18,2023-03-24,2065.18,100,6,False,False,False,206517.99999999997
ORD-1341,Program-C,Delta Avionics,Electrical,2024-01-15,2024-03-15,2024-03-31,80.14,10,16,False,True,False,801.4
ORD-1342,Program-C,Delta Avionics,Structural,2023-02-16,2023-03-09,2023-03-17,298.62,5,8,False,False,False,1493.1
ORD-1343,Program-B,Orbital Systems,Avionics,2023-05-07,2023-05-28,2023-05-30,804.03,10,2,False,False,False,8040.299999999999
ORD-1344,Program-F,Orbital Systems,Avionics,2024-05-20,2024-06-03,2024-06-04,216.66,10,1,False,False,False,2166.6
ORD-1345,Program-E,Delta Avionics,Avionics,2023-03-15,2023-03-29,2023-04-10,2950.03,100,12,False,True,False,295003.0
ORD-1346,Program-D,Vantage Precision,Avionics,2023-05-26,2023-07-10,2023-07-11,4029.59,100,1,False,False,False,402959.0
ORD-1347,Program-F,Vantage Precision,Structural,2024-04-10,2024-05-01,2024-05-03,4415.86,5,2,False,False,False,22079.3
ORD-1348,Program-C,Aerostar Components,Avionics,2023-07-10,2023-07-24,2023-07-22,3589.44,100,-2,True,False,True,358944.0
ORD-1349,Program-F,Aerostar Components,Structural,2024-05-18,2024-06-01,2024-06-01,3717.48,50,0,True,False,True,185874.0
ORD-1350,Program-D,Delta Avionics,Fasteners,2023-03-19,2023-04-02,2023-04-16,2880.46,5,14,False,True,False,14402.3
ORD-1351,Program-C,Orbital Systems,Electrical,2023-08-15,2023-09-29,2023-10-02,3450.75,5,3,False,False,False,17253.75
ORD-1352,Program-E,Aerostar Components,Fasteners,2024-05-21,2024-06-11,2024-06-12,3579.58,50,1,False,False,True,178979.0
ORD-1353,Program-E,Aerostar Components,Structural,2023-03-19,2023-05-03,2023-05-14,571.56,10,11,False,True,True,5715.599999999999
ORD-1354,Program-C,Vantage Precision,Uncategorized,2023-03-04,2023-04-18,2023-04-23,2315.61,5,5,False,False,False,11578.050000000001
ORD-1355,Program-F,Delta Avionics,Electrical,2023-02-01,2023-02-15,2023-02-16,4119.79,5,1,False,False,False,20598.95
ORD-1356,Program-A,Aerostar Components,Fasteners,2024-03-14,2024-03-28,2024-04-06,3058.37,5,9,False,False,True,15291.849999999999
ORD-1357,Program-A,Vantage Precision,Avionics,2023-07-09,2023-08-23,2023-08-23,3580.37,100,0,True,False,False,358037.0
ORD-1358,Program-A,Vantage Precision,Structural,2023-01-26,2023-03-27,2023-03-29,3920.98,50,2,False,False,False,196049.0
ORD-1359,Program-D,Orbital Systems,Avionics,2023-05-26,2023-06-16,2023-06-16,4746.79,10,0,True,False,False,47467.9
ORD-1360,Program-A,Delta Avionics,Electrical,2023-11-15,2023-12-30,2023-12-29,4394.35,5,-1,True,False,False,21971.75
ORD-1361,Program-D,Northfield Machining,Avionics,2023-07-07,2023-08-21,2023-08-18,2630.42,5,-3,True,False,False,13152.1
ORD-1362,Program-D,Delta Avionics,Avionics,2023-02-15,2023-03-01,2023-03-03,2205.76,50,2,False,False,False,110288.00000000001
ORD-1363,Program-A,Aerostar Components,Avionics,2023-05-14,2023-05-28,2023-05-27,3331.89,50,-1,True,False,True,166594.5
ORD-1364,Program-D,Delta Avionics,Structural,2024-06-23,2024-07-07,2024-07-08,2020.13,25,1,False,False,False,50503.25
ORD-1365,Program-C,Orbital Systems,Structural,2023-05-28,2023-07-12,2023-07-12,2395.36,5,0,True,False,False,11976.800000000001
ORD-1366,Program-D,Northfield Machining,Uncategorized,2023-05-24,2023-07-08,2023-07-08,3895.79,1,0,True,False,False,3895.79
ORD-1367,Program-C,Northfield Machining,Structural,2023-03-26,2023-04-16,2023-04-29,2912.58,10,13,False,True,False,29125.8
ORD-1368,Program-E,Orbital Systems,Electrical,2024-06-27,2024-08-11,2024-08-08,1758.7,25,-3,True,False,False,43967.5
ORD-1369,Program-F,Delta Avionics,Electrical,2024-06-18,2024-07-02,2024-07-14,779.15,50,12,False,True,False,38957.5
ORD-1370,Program-D,Vantage Precision,Structural,2023-01-27,2023-02-10,2023-03-23,3817.39,50,41,False,True,False,190869.5
ORD-1371,Program-B,Orbital Systems,Uncategorized,2024-01-08,2024-01-29,2024-01-31,2192.44,100,2,False,False,False,219244.0
ORD-1372,Program-C,Delta Avionics,Fasteners,2023-10-16,2023-12-15,2023-12-12,728.15,10,-3,True,False,False,7281.5
ORD-1373,Program-E,Northfield Machining,Fasteners,2023-05-26,2023-06-09,2023-06-08,2516.27,10,-1,True,False,False,25162.7
ORD-1374,Program-B,Delta Avionics,Avionics,2023-06-05,2023-06-19,2023-07-26,411.75,100,37,False,True,False,41175.0
ORD-1375,Program-B,Northfield Machining,Structural,2024-05-12,2024-07-11,2024-07-27,3506.64,10,16,False,True,False,35066.4
ORD-1376,Program-E,Northfield Machining,Uncategorized,2023-08-24,2023-09-14,2023-09-14,1274.33,1,0,True,False,False,1274.33
ORD-1377,Program-C,Aerostar Components,Structural,2023-12-06,2024-02-04,2024-02-01,4185.27,25,-3,True,False,True,104631.75000000001
ORD-1378,Program-E,Vantage Precision,Fasteners,2023-05-18,2023-06-17,2023-06-15,1642.27,5,-2,True,False,False,8211.35
ORD-1379,Program-C,Delta Avionics,Electrical,2023-01-18,2023-02-17,2023-03-01,4511.85,100,12,False,True,False,451185.00000000006
ORD-1380,Program-C,Northfield Machining,Uncategorized,2023-01-27,2023-03-28,2023-03-27,1992.67,50,-1,True,False,False,99633.5
ORD-1381,Program-F,Delta Avionics,Structural,2023-09-24,2023-10-15,2023-10-13,4962.59,50,-2,True,False,False,248129.5
ORD-1382,Program-D,Orbital Systems,Electrical,2024-01-29,2024-02-19,2024-03-30,4595.28,25,40,False,True,False,114882.0
ORD-1383,Program-B,Delta Avionics,Structural,2023-01-24,2023-02-14,2023-03-22,4340.51,50,36,False,True,False,217025.5
ORD-1384,Program-A,Orbital Systems,Electrical,2024-03-07,2024-04-06,2024-04-06,3805.94,10,0,True,False,False,38059.4
ORD-1385,Program-E,Vantage Precision,Electrical,2024-06-26,2024-07-17,2024-07-24,3827.39,5,7,False,False,False,19136.95
ORD-1386,Program-D,Northfield Machining,Structural,2023-12-21,2024-01-04,2024-01-06,1075.03,1,2,False,False,False,1075.03
ORD-1387,Program-C,Vantage Precision,Structural,2024-06-11,2024-06-25,2024-06-24,4187.34,50,-1,True,False,False,209367.0
ORD-1388,Program-D,Northfield Machining,Avionics,2023-07-31,2023-09-14,2023-09-11,2343.3,50,-3,True,False,False,117165.00000000001
ORD-1389,Program-D,Orbital Systems,Structural,2023-03-18,2023-04-01,2023-03-29,353.59,100,-3,True,False,False,35359.0
ORD-1390,Program-E,Aerostar Components,Uncategorized,2023-05-16,2023-07-15,2023-07-14,4419.54,100,-1,True,False,True,441954.0
ORD-1391,Program-D,Vantage Precision,Electrical,2024-03-15,2024-04-29,2024-05-06,3807.39,5,7,False,False,False,19036.95
ORD-1392,Program-B,Delta Avionics,Electrical,2024-03-03,2024-04-02,2024-03-30,1886.16,10,-3,True,False,False,18861.600000000002
ORD-1393,Program-F,Vantage Precision,Uncategorized,2024-03-28,2024-05-27,2024-05-24,1934.41,5,-3,True,False,False,9672.050000000001
ORD-1394,Program-B,Delta Avionics,Structural,2023-11-07,2023-11-21,2023-12-15,2435.24,1,24,False,True,False,2435.24
ORD-1395,Program-D,Vantage Precision,Avionics,2023-03-19,2023-05-18,2023-05-15,3557.02,10,-3,True,False,False,35570.2
ORD-1396,Program-D,Aerostar Components,Fasteners,2024-05-11,2024-06-10,2024-06-19,669.37,50,9,False,False,True,33468.5
ORD-1397,Program-F,Aerostar Components,Structural,2024-04-29,2024-06-28,2024-06-30,1711.27,25,2,False,False,True,42781.75
ORD-1398,Program-E,Delta Avionics,Structural,2024-04-03,2024-06-02,2024-06-17,1594.32,5,15,False,True,False,7971.599999999999
ORD-1399,Program-D,Vantage Precision,Electrical,2023-01-16,2023-03-02,2023-03-04,3533.31,100,2,False,False,False,353331.0
ORD-1400,Program-B,Orbital Systems,Structural,2023-12-02,2024-01-31,2024-02-11,2783.92,10,11,False,True,False,27839.2
ORD-1401,Program-E,Aerostar Components,Electrical,2023-10-17,2023-12-16,2024-01-29,2785.9,25,44,False,True,True,69647.5
ORD-1402,Program-C,Delta Avionics,Fasteners,2023-04-05,2023-05-20,2023-05-18,4363.5,10,-2,True,False,False,43635.0
ORD-1403,Program-A,Orbital Systems,Structural,2023-07-07,2023-08-06,2023-08-15,4535.13,5,9,False,False,False,22675.65
ORD-1404,Program-D,Vantage Precision,Structural,2023-01-12,2023-03-13,2023-03-12,2087.69,100,-1,True,False,False,208769.0
ORD-1405,Program-A,Orbital Systems,Avionics,2023-08-31,2023-09-30,2023-09-28,2192.2,10,-2,True,False,False,21922.0
ORD-1406,Program-F,Orbital Systems,Structural,2023-05-04,2023-06-18,2023-07-22,3373.82,100,34,False,True,False,337382.0
ORD-1407,Program-C,Delta Avionics,Avionics,2024-08-17,2024-09-07,2024-09-30,4902.83,5,23,False,True,False,24514.15
ORD-1408,Program-F,Orbital Systems,Uncategorized,2023-03-03,2023-03-24,2023-03-26,2799.7,5,2,False,False,False,13998.5
ORD-1409,Program-B,Vantage Precision,Electrical,2023-07-27,2023-09-10,2023-09-09,1066.4,1,-1,True,False,False,1066.4
ORD-1410,Program-C,Northfield Machining,Structural,2024-01-30,2024-02-20,2024-02-19,424.14,100,-1,True,False,False,42414.0
ORD-1411,Program-D,Delta Avionics,Electrical,2024-02-22,2024-03-23,2024-03-21,1373.64,5,-2,True,False,False,6868.200000000001
ORD-1412,Program-F,Delta Avionics,Electrical,2023-12-05,2023-12-19,2023-12-27,1598.89,25,8,False,False,False,39972.25
ORD-1413,Program-C,Vantage Precision,Structural,2023-04-15,2023-05-15,2023-05-13,3080.68,10,-2,True,False,False,30806.8
ORD-1414,Program-F,Delta Avionics,Fasteners,2023-05-02,2023-06-16,2023-06-27,299.92,1,11,False,True,False,299.92
ORD-1415,Program-A,Orbital Systems,Avionics,2023-06-01,2023-07-16,2023-08-09,2025.22,50,24,False,True,False,101261.0
ORD-1416,Program-F,Northfield Machining,Avionics,2023-05-09,2023-05-23,2023-05-22,2196.23,10,-1,True,False,False,21962.3
