order_id,program,supplier,category,order_date,promised_date,actual_date,unit_cost,quantity
ORD-1265,Program-B,  orbital systems  ,Avionics,2024-01-14,2024-02-04,2024-03-13,3661.07,100
ORD-1266,Program-A,Delta avionics,Structural,2023-03-20,2023-04-03,2023-04-13,2386.7,50
ORD-1267,Program-F,Vantage Precision,Structural,2023-01-22,2023-02-21,2023-02-23,1285.25,100
ORD-1268,Program-B,Aerostar Components,Avionics,2023-02-09,2023-04-10,2023-04-23,360.13,5
ORD-1269,Program-C,Aerostar Components,Electrical,2023-07-09,2023-08-08,2023-08-06,,10
ORD-1270,Program-D,  orbital systems  ,Structural,2023-09-09,2023-09-23,2023-09-24,1319.82,10
ORD-1271,Program-B,  orbital systems  ,Avionics,2023-10-06,2023-10-20,2023-11-15,1780.06,1
ORD-1272,Program-A,NorthField Machining,Avionics,2023-09-08,2023-09-22,2023-10-01,2748.27,50
ORD-1273,Program-E,NorthField Machining,Electrical,2023-11-22,2023-12-06,2023-12-08,1169.43,5
ORD-1274,Program-A,NorthField Machining,Structural,2024-07-21,2024-08-04,2024-08-08,4316.84,10
ORD-1275,Program-E,Delta avionics,Structural,2024-04-17,2024-06-01,2024-05-31,307.19,1
ORD-1276,Program-E,Vantage Precision,Electrical,2024-03-31,2024-05-15,2024-05-16,3315.17,25
ORD-1277,Program-D,Delta avionics,Structural,2023-09-28,2023-10-19,2023-10-22,184.48,1
ORD-1278,Program-F,Delta Avionics,Fasteners,2023-11-20,2024-01-04,2024-01-13,3301.06,1
ORD-1279,Program-C,NorthField Machining,Structural,2023-09-22,2023-10-22,2023-10-20,515.48,25
ORD-1280,Program-D,Aerostar Components,Avionics,2024-01-16,2024-01-30,2024-02-01,2688.49,5
ORD-1281,Program-D,Vantage Precision,Avionics,2023-04-10,2023-05-10,2023-05-09,1420.68,100
ORD-1282,Program-A,Vantage Precision,Structural,2023-04-21,2023-06-20,2023-07-03,1600.15,100
ORD-1283,Program-F,Delta avionics,Structural,2024-06-13,2024-07-28,2024-08-06,4837.28,50
ORD-1284,Program-E,  orbital systems  ,Avionics,2023-07-13,2023-08-27,2023-09-09,853.06,10
ORD-1285,Program-E,Aerostar Components,Structural,2023-01-18,2023-03-04,2023-03-11,4868.61,25
ORD-1286,Program-E,Aerostar Components,Fasteners,2023-11-21,2023-12-21,2024-01-01,2382.28,25
ORD-1287,Program-D,Aerostar Components,Electrical,2023-10-24,2023-11-23,2023-12-05,1259.48,25
ORD-1288,Program-B,Delta avionics,Avionics,2023-09-10,2023-10-01,2023-09-29,,1
ORD-1289,Program-F,Aerostar Components,Fasteners,2023-10-10,2023-11-09,2023-11-09,3709.51,5
ORD-1290,Program-B,Delta Avionics,Avionics,2023-02-11,2023-02-25,2023-02-28,4193.35,10
ORD-1291,Program-D,NorthField Machining,Electrical,2023-07-03,2023-09-01,2023-09-02,2071.12,25
ORD-1292,Program-F,Vantage Precision,Fasteners,2024-04-04,2024-05-04,2024-05-02,,100
ORD-1293,Program-C,Delta Avionics,Avionics,2023-03-08,2023-04-22,2023-04-24,1932.98,100
ORD-1294,Program-F,Delta Avionics,Electrical,2023-01-26,2023-02-16,2023-03-24,4298.79,10
ORD-1295,Program-F,Delta Avionics,Fasteners,2024-02-24,2024-04-09,2024-04-11,3647.02,10
ORD-1296,Program-D,Aerostar Components,Structural,2024-06-07,2024-08-06,2024-08-03,1247.37,1
ORD-1297,Program-D,Aerostar Components,Fasteners,2023-02-14,2023-02-28,2023-03-02,3014.1,10
ORD-1298,Program-D,Vantage Precision,Fasteners,2024-02-05,2024-02-19,2024-03-27,2680.02,100
ORD-1299,Program-A,Delta avionics,Electrical,2023-06-10,2023-07-01,2023-07-02,,25
ORD-1300,Program-E,Delta Avionics,Electrical,2024-03-18,2024-04-01,2024-04-19,4349.33,5
ORD-1301,Program-A,  orbital systems  ,Avionics,2023-02-19,2023-04-05,2023-04-02,1737.04,25
ORD-1302,Program-E,Delta avionics,Avionics,2024-01-14,2024-02-28,2024-03-04,1225.3,25
ORD-1303,Program-D,Vantage Precision,Electrical,2023-10-20,2023-12-04,2023-12-20,2390.84,1
ORD-1304,Program-A,Delta avionics,Structural,2023-06-02,2023-06-16,2023-06-18,275.96,10
ORD-1305,Program-D,NorthField Machining,nan,2023-07-18,2023-08-01,2023-08-03,3073.36,50
ORD-1306,Program-D,Aerostar Components,Electrical,2023-01-04,2023-01-18,2023-01-17,4227.43,1
ORD-1307,Program-B,  orbital systems  ,Electrical,2023-05-12,2023-06-02,2023-06-04,1425.22,50
ORD-1308,Program-A,Aerostar Components,Fasteners,2023-11-15,2023-12-15,2023-12-12,196.86,10
ORD-1309,Program-F,Delta Avionics,Electrical,2024-07-11,2024-09-09,2024-09-09,3662.81,50
ORD-1310,Program-E,  orbital systems  ,Avionics,2023-07-05,2023-09-03,2023-09-17,4114.93,1
ORD-1311,Program-C,Delta avionics,Structural,2023-06-04,2023-06-18,2023-06-16,1320.64,25
ORD-1312,Program-F,Aerostar Components,Electrical,2023-08-10,2023-09-09,2023-09-09,4506.59,25
ORD-1313,Program-B,Delta Avionics,Electrical,2024-07-19,2024-09-17,2024-09-21,4445.79,50
ORD-1314,Program-B,Delta avionics,Avionics,2024-07-01,2024-07-15,2024-07-14,3633.67,10
ORD-1315,Program-E,NorthField Machining,Electrical,2024-05-12,2024-06-02,2024-06-04,2685.84,10
ORD-1316,Program-A,  orbital systems  ,Electrical,2024-06-30,2024-07-14,2024-07-11,3659.41,1
ORD-1317,Program-F,Vantage Precision,Electrical,2024-05-26,2024-07-10,2024-07-19,2735.55,100
ORD-1318,Program-B,Delta avionics,Electrical,2024-04-24,2024-05-24,2024-05-24,4587.34,10
ORD-1319,Program-B,Delta Avionics,Avionics,2024-02-28,2024-03-13,2024-03-11,875.96,50
ORD-1320,Program-D,  orbital systems  ,Fasteners,2023-07-27,2023-09-10,2023-09-08,3246.82,25
ORD-1321,Program-C,Delta Avionics,Electrical,2024-04-20,2024-05-20,2024-05-22,4243.34,5
ORD-1322,Program-D,Vantage Precision,Avionics,2023-03-05,2023-03-19,2023-03-20,1181.01,10
ORD-1323,Program-C,Delta Avionics,Structural,2023-03-01,2023-03-31,2023-03-29,2007.4,100
ORD-1324,Program-C,  orbital systems  ,Electrical,2023-06-23,2023-08-22,2023-08-29,4781.8,50
ORD-1325,Program-C,Delta avionics,Avionics,2024-05-11,2024-05-25,2024-05-24,4807.62,25
ORD-1326,Program-A,  orbital systems  ,nan,2024-04-09,2024-06-08,2024-06-05,2684.67,50
ORD-1327,Program-F,  orbital systems  ,Fasteners,2023-09-22,2023-10-13,2023-10-18,927.0,50
ORD-1328,Program-F,Vantage Precision,Structural,2024-05-13,2024-06-27,2024-06-27,2935.77,50
ORD-1329,Program-C,  orbital systems  ,Avionics,2023-10-21,2023-11-20,2023-11-25,4407.56,100
ORD-1330,Program-A,NorthField Machining,Electrical,2024-03-14,2024-04-28,2024-05-05,2737.97,10
ORD-1331,Program-C,  orbital systems  ,Avionics,2023-08-01,2023-09-15,2023-09-17,3963.02,25
ORD-1332,Program-E,Aerostar Components,Avionics,2023-10-08,2023-10-29,2023-11-29,4748.11,5
ORD-1333,Program-D,Vantage Precision,Avionics,2023-10-23,2023-11-13,2023-11-12,1055.95,10
ORD-1334,Program-C,Aerostar Components,Electrical,2024-03-11,2024-05-10,2024-06-11,2245.11,25
ORD-1335,Program-E,Delta Avionics,Structural,2023-03-07,2023-04-21,2023-04-18,4242.5,10
ORD-1336,Program-F,Delta Avionics,Electrical,2023-11-03,2024-01-02,2024-02-01,3824.85,100
ORD-1337,Program-E,Delta avionics,Avionics,2024-02-20,2024-03-12,2024-03-13,1825.64,5
ORD-1338,Program-A,Delta Avionics,Structural,2024-07-28,2024-08-27,2024-09-18,4973.51,100
ORD-1339,Program-C,Aerostar Components,Electrical,2024-01-15,2024-03-15,2024-03-16,4118.54,1
ORD-1340,Program-A,Vantage Precision,Avionics,2023-03-04,2023-03-18,2023-03-24,2065.18,100
ORD-1341,Program-C,Delta Avionics,Electrical,2024-01-15,2024-03-15,2024-03-31,80.14,10
ORD-1342,Program-C,Delta avionics,Structural,2023-02-16,2023-03-09,2023-03-17,298.62,5
ORD-1343,Program-B,  orbital systems  ,Avionics,2023-05-07,2023-05-28,2023-05-30,804.03,10
ORD-1344,Program-F,  orbital systems  ,Avionics,2024-05-20,2024-06-03,2024-06-04,216.66,10
ORD-1345,Program-E,Delta Avionics,Avionics,2023-03-15,2023-03-29,2023-04-10,2950.03,100
ORD-1346,Program-D,Vantage Precision,Avionics,2023-05-26,2023-07-10,2023-07-11,4029.59,100
ORD-1347,Program-F,Vantage Precision,Structural,2024-04-10,2024-05-01,2024-05-03,4415.86,5
ORD-1348,Program-C,Aerostar Components,Avionics,2023-07-10,2023-07-24,2023-07-22,3589.44,100
ORD-1349,Program-F,Aerostar Components,Structural,2024-05-18,2024-06-01,2024-06-01,3717.48,50
ORD-1350,Program-D,Delta Avionics,Fasteners,2023-03-19,2023-04-02,2023-04-16,2880.46,5
ORD-1351,Program-C,  orbital systems  ,Electrical,2023-08-15,2023-09-29,2023-10-02,3450.75,5
ORD-1352,Program-E,Aerostar Components,Fasteners,2024-05-21,2024-06-11,2024-06-12,3579.58,50
ORD-1353,Program-E,Aerostar Components,Structural,2023-03-19,2023-05-03,2023-05-14,571.56,10
ORD-1354,Program-C,Vantage Precision,nan,2023-03-04,2023-04-18,2023-04-23,2315.61,5
ORD-1355,Program-F,Delta Avionics,Electrical,2023-02-01,2023-02-15,2023-02-16,4119.79,5
ORD-1356,Program-A,Aerostar Components,Fasteners,2024-03-14,2024-03-28,2024-04-06,3058.37,5
ORD-1357,Program-A,Vantage Precision,Avionics,2023-07-09,2023-08-23,2023-08-23,3580.37,100
ORD-1358,Program-A,Vantage Precision,Structural,2023-01-26,2023-03-27,2023-03-29,3920.98,50
ORD-1359,Program-D,  orbital systems  ,Avionics,2023-05-26,2023-06-16,2023-06-16,4746.79,10
ORD-1360,Program-A,Delta Avionics,Electrical,2023-11-15,2023-12-30,2023-12-29,4394.35,5
ORD-1361,Program-D,NorthField Machining,Avionics,2023-07-07,2023-08-21,2023-08-18,2630.42,5
ORD-1362,Program-D,Delta Avionics,Avionics,2023-02-15,2023-03-01,2023-03-03,2205.76,50
ORD-1363,Program-A,Aerostar Components,Avionics,2023-05-14,2023-05-28,2023-05-27,3331.89,50
ORD-1364,Program-D,Delta Avionics,Structural,2024-06-23,2024-07-07,2024-07-08,2020.13,25
ORD-1365,Program-C,  orbital systems  ,Structural,2023-05-28,2023-07-12,2023-07-12,2395.36,5
ORD-1366,Program-D,NorthField Machining,nan,2023-05-24,2023-07-08,2023-07-08,3895.79,1
ORD-1367,Program-C,NorthField Machining,Structural,2023-03-26,2023-04-16,2023-04-29,2912.58,10
ORD-1368,Program-E,  orbital systems  ,Electrical,2024-06-27,2024-08-11,2024-08-08,1758.7,25
ORD-1369,Program-F,Delta avionics,Electrical,2024-06-18,2024-07-02,2024-07-14,779.15,50
ORD-1370,Program-D,Vantage Precision,Structural,2023-01-27,2023-02-10,2023-03-23,3817.39,50
ORD-1371,Program-B,  orbital systems  ,nan,2024-01-08,2024-01-29,2024-01-31,2192.44,100
ORD-1372,Program-C,Delta avionics,Fasteners,2023-10-16,2023-12-15,2023-12-12,728.15,10
ORD-1373,Program-E,NorthField Machining,Fasteners,2023-05-26,2023-06-09,2023-06-08,2516.27,10
ORD-1374,Program-B,Delta avionics,Avionics,2023-06-05,2023-06-19,2023-07-26,411.75,100
ORD-1375,Program-B,NorthField Machining,Structural,2024-05-12,2024-07-11,2024-07-27,3506.64,10
ORD-1376,Program-E,NorthField Machining,nan,2023-08-24,2023-09-14,2023-09-14,1274.33,1
ORD-1377,Program-C,Aerostar Components,Structural,2023-12-06,2024-02-04,2024-02-01,4185.27,25
ORD-1378,Program-E,Vantage Precision,Fasteners,2023-05-18,2023-06-17,2023-06-15,1642.27,5
ORD-1379,Program-C,Delta avionics,Electrical,2023-01-18,2023-02-17,2023-03-01,4511.85,100
ORD-1380,Program-C,NorthField Machining,nan,2023-01-27,2023-03-28,2023-03-27,1992.67,50
ORD-1381,Program-F,Delta Avionics,Structural,2023-09-24,2023-10-15,2023-10-13,4962.59,50
ORD-1382,Program-D,  orbital systems  ,Electrical,2024-01-29,2024-02-19,2024-03-30,4595.28,25
ORD-1383,Program-B,Delta Avionics,Structural,2023-01-24,2023-02-14,2023-03-22,4340.51,50
ORD-1384,Program-A,  orbital systems  ,Electrical,2024-03-07,2024-04-06,2024-04-06,3805.94,10
ORD-1385,Program-E,Vantage Precision,Electrical,2024-06-26,2024-07-17,2024-07-24,3827.39,5
ORD-1386,Program-D,NorthField Machining,Structural,2023-12-21,2024-01-04,2024-01-06,1075.03,1
ORD-1387,Program-C,Vantage Precision,Structural,2024-06-11,2024-06-25,2024-06-24,4187.34,50
ORD-1388,Program-D,NorthField Machining,Avionics,2023-07-31,2023-09-14,2023-09-11,2343.3,50
ORD-1389,Program-D,  orbital systems  ,Structural,2023-03-18,2023-04-01,2023-03-29,353.59,100
ORD-1390,Program-E,Aerostar Components,nan,2023-05-16,2023-07-15,2023-07-14,4419.54,100
ORD-1391,Program-D,Vantage Precision,Electrical,2024-03-15,2024-04-29,2024-05-06,3807.39,5
ORD-1392,Program-B,Delta avionics,Electrical,2024-03-03,2024-04-02,2024-03-30,1886.16,10
ORD-1393,Program-F,Vantage Precision,nan,2024-03-28,2024-05-27,2024-05-24,1934.41,5
ORD-1394,Program-B,Delta Avionics,Structural,2023-11-07,2023-11-21,2023-12-15,2435.24,1
ORD-1395,Program-D,Vantage Precision,Avionics,2023-03-19,2023-05-18,2023-05-15,3557.02,10
ORD-1396,Program-D,Aerostar Components,Fasteners,2024-05-11,2024-06-10,2024-06-19,669.37,50
ORD-1397,Program-F,Aerostar Components,Structural,2024-04-29,2024-06-28,2024-06-30,1711.27,25
ORD-1398,Program-E,Delta Avionics,Structural,2024-04-03,2024-06-02,2024-06-17,1594.32,5
ORD-1399,Program-D,Vantage Precision,Electrical,2023-01-16,2023-03-02,2023-03-04,3533.31,100
ORD-1400,Program-B,  orbital systems  ,Structural,2023-12-02,2024-01-31,2024-02-11,,10
ORD-1401,Program-E,Aerostar Components,Electrical,2023-10-17,2023-12-16,2024-01-29,2785.9,25
ORD-1402,Program-C,Delta Avionics,Fasteners,2023-04-05,2023-05-20,2023-05-18,4363.5,10
ORD-1403,Program-A,  orbital systems  ,Structural,2023-07-07,2023-08-06,2023-08-15,4535.13,5
ORD-1404,Program-D,Vantage Precision,Structural,2023-01-12,2023-03-13,2023-03-12,2087.69,100
ORD-1405,Program-A,  orbital systems  ,Avionics,2023-08-31,2023-09-30,2023-09-28,2192.2,10
ORD-1406,Program-F,  orbital systems  ,Structural,2023-05-04,2023-06-18,2023-07-22,3373.82,100
ORD-1407,Program-C,Delta avionics,Avionics,2024-08-17,2024-09-07,2024-09-30,4902.83,5
ORD-1408,Program-F,  orbital systems  ,nan,2023-03-03,2023-03-24,2023-03-26,2799.7,5
ORD-1409,Program-B,Vantage Precision,Electrical,2023-07-27,2023-09-10,2023-09-09,1066.4,1
ORD-1410,Program-C,NorthField Machining,Structural,2024-01-30,2024-02-20,2024-02-19,424.14,100
ORD-1411,Program-D,Delta Avionics,Electrical,2024-02-22,2024-03-23,2024-03-21,1373.64,5
ORD-1412,Program-F,Delta Avionics,Electrical,2023-12-05,2023-12-19,2023-12-27,1598.89,25
ORD-1413,Program-C,Vantage Precision,Structural,2023-04-15,2023-05-15,2023-05-13,3080.68,10
ORD-1414,Program-F,Delta Avionics,Fasteners,2023-05-02,2023-06-16,2023-06-27,299.92,1
ORD-1415,Program-A,  orbital systems  ,Avionics,2023-06-01,2023-07-16,2023-08-09,2025.22,50
ORD-1416,Program-F,NorthField Machining,Avionics,2023-05-09,2023-05-23,2023-05-22,2196.23,10
ORD-1417,Program-D,Delta Avionics,Structural,2024-04-29,2024-06-13,2024-06-10,2220.01,10
ORD-1418,Program-D,Aerostar Components,Electrical,2024-02-07,2024-02-28,2024-03-09,3287.27,50
ORD-1419,Program-D,Aerostar Components,Structural,2023-06-12,2023-07-03,2023-07-04,2152.62,100
ORD-1420,Program-B,Aerostar Components,Avionics,2023-02-18,2023-03-11,2023-03-16,2492.83,50
ORD-1421,Program-F,Delta Avionics,Avionics,2024-03-21,2024-04-20,2024-04-19,3865.18,1
ORD-1422,Program-A,  orbital systems  ,Avionics,2023-11-19,2023-12-03,2023-12-06,4481.96,1
ORD-1423,Program-B,Delta Avionics,Electrical,2024-01-14,2024-02-13,2024-02-15,2166.63,25
ORD-1424,Program-B,Vantage Precision,Structural,2024-04-15,2024-05-06,2024-05-14,3936.23,5
ORD-1425,Program-A,  orbital systems  ,Electrical,2023-10-29,2023-12-28,2023-12-28,1089.65,1
ORD-1426,Program-C,Delta avionics,Structural,2023-09-03,2023-11-02,2023-11-03,3943.29,25
ORD-1427,Program-E,NorthField Machining,Fasteners,2024-05-03,2024-06-17,2024-06-17,1481.48,25
ORD-1428,Program-D,Vantage Precision,Electrical,2023-11-29,2023-12-13,2023-12-11,4151.35,1
ORD-1429,Program-E,Delta avionics,Fasteners,2024-07-25,2024-09-08,2024-09-05,2552.89,1
ORD-1430,Program-A,  orbital systems  ,Fasteners,2023-02-16,2023-04-17,2023-04-19,2631.92,50
ORD-1431,Program-B,Aerostar Components,Electrical,2023-10-05,2023-10-19,2023-10-16,843.81,50
ORD-1432,Program-E,Delta avionics,Electrical,2023-10-21,2023-12-20,2023-12-21,3607.76,100
ORD-1433,Program-D,NorthField Machining,Structural,2023-11-21,2023-12-05,2023-12-03,4414.23,5
ORD-1434,Program-B,Vantage Precision,Avionics,2023-03-13,2023-04-03,2023-04-05,876.31,100
ORD-1435,Program-C,Delta avionics,Structural,2024-07-29,2024-08-28,2024-08-25,2173.27,10
ORD-1436,Program-C,NorthField Machining,Electrical,2024-03-28,2024-05-27,2024-05-26,2756.09,1
ORD-1437,Program-B,  orbital systems  ,Electrical,2023-03-11,2023-03-25,2023-03-26,1719.17,5
ORD-1438,Program-A,  orbital systems  ,Electrical,2024-06-21,2024-07-12,2024-07-13,3893.62,100
ORD-1439,Program-A,Delta Avionics,Structural,2023-10-12,2023-12-11,2023-12-09,,1
ORD-1440,Program-F,Vantage Precision,Avionics,2024-03-27,2024-05-26,2024-06-06,,10
ORD-1441,Program-F,Aerostar Components,Electrical,2023-11-03,2023-12-03,2023-12-08,116.17,100
ORD-1442,Program-F,Aerostar Components,Fasteners,2024-06-25,2024-07-16,2024-07-18,,1
ORD-1443,Program-D,Vantage Precision,Electrical,2024-08-12,2024-09-02,2024-09-03,4946.63,25
ORD-1444,Program-E,Delta Avionics,Structural,2023-09-25,2023-10-25,2023-10-24,3547.84,25
ORD-1445,Program-C,Vantage Precision,Avionics,2024-01-30,2024-02-29,2024-04-13,1127.45,100
ORD-1446,Program-A,Aerostar Components,Structural,2024-04-27,2024-06-26,2024-06-23,2926.02,1
ORD-1447,Program-B,NorthField Machining,Avionics,2024-03-27,2024-04-17,2024-04-22,3372.23,25
ORD-1448,Program-E,Delta Avionics,Structural,2023-04-27,2023-06-11,2023-06-09,4545.73,10
ORD-1449,Program-E,NorthField Machining,Fasteners,2023-12-14,2024-01-04,2024-01-05,3596.17,100
ORD-1450,Program-C,Aerostar Components,Structural,2023-05-09,2023-06-23,2023-07-06,980.21,1
ORD-1451,Program-B,NorthField Machining,Structural,2023-09-24,2023-10-15,2023-11-15,1396.13,100
ORD-1452,Program-A,Delta Avionics,Fasteners,2024-01-17,2024-01-31,2024-01-31,2342.42,100
ORD-1453,Program-E,Delta Avionics,Avionics,2023-06-08,2023-08-07,2023-08-13,2334.54,100
ORD-1454,Program-D,NorthField Machining,Avionics,2023-08-10,2023-09-24,2023-09-25,1334.9,100
ORD-1455,Program-E,  orbital systems  ,Fasteners,2024-05-09,2024-06-23,2024-06-21,3929.67,1
ORD-1456,Program-F,Delta Avionics,Electrical,2024-03-17,2024-05-16,2024-05-20,3752.62,1
ORD-1457,Program-F,  orbital systems  ,Structural,2023-02-26,2023-04-12,2023-05-25,3753.51,50
ORD-1458,Program-B,Delta Avionics,nan,2023-05-25,2023-07-24,2023-07-23,161.01,10
ORD-1459,Program-E,Delta Avionics,Electrical,2023-01-09,2023-02-23,2023-02-28,127.93,100
ORD-1460,Program-B,Aerostar Components,Avionics,2023-01-24,2023-02-23,2023-02-22,3141.84,50
ORD-1461,Program-E,NorthField Machining,Electrical,2023-02-11,2023-04-12,2023-04-25,3396.82,50
ORD-1462,Program-C,Aerostar Components,Structural,2023-12-25,2024-01-24,2024-03-01,3111.71,10
ORD-1463,Program-E,Delta Avionics,Electrical,2023-10-24,2023-11-07,2023-11-09,2986.13,10
ORD-1464,Program-C,  orbital systems  ,Avionics,2024-02-11,2024-03-03,2024-03-02,878.42,50
ORD-1465,Program-A,Delta Avionics,Avionics,2024-01-25,2024-02-15,2024-02-12,,25
ORD-1466,Program-A,Vantage Precision,Structural,2023-12-14,2023-12-28,2024-01-01,144.77,1
ORD-1467,Program-C,Delta Avionics,Electrical,2023-09-30,2023-11-14,2023-12-01,3213.21,5
ORD-1468,Program-F,  orbital systems  ,Structural,2023-12-10,2023-12-31,2024-02-09,3715.8,25
ORD-1469,Program-C,Delta avionics,Avionics,2023-02-09,2023-03-02,2023-03-02,4410.82,100
ORD-1470,Program-F,Delta Avionics,Structural,2024-06-01,2024-07-01,2024-07-11,4428.69,1
ORD-1471,Program-C,Delta Avionics,Structural,2024-06-22,2024-07-06,2024-07-07,358.85,25
ORD-1472,Program-D,  orbital systems  ,nan,2024-05-05,2024-05-26,2024-06-28,2781.79,5
ORD-1473,Program-B,Vantage Precision,Structural,2023-10-12,2023-11-02,2023-10-31,420.36,50
ORD-1474,Program-D,Delta Avionics,nan,2023-04-10,2023-05-25,2023-05-24,1664.96,50
ORD-1475,Program-F,Vantage Precision,Fasteners,2023-08-08,2023-09-22,2023-09-28,1092.01,100
ORD-1476,Program-D,NorthField Machining,Electrical,2024-06-02,2024-06-23,2024-07-06,2838.87,100
ORD-1477,Program-E,Delta avionics,Avionics,2023-07-02,2023-08-01,2023-08-01,2464.78,1
ORD-1478,Program-A,NorthField Machining,Fasteners,2023-02-04,2023-02-25,2023-02-26,1767.96,5
ORD-1479,Program-C,Vantage Precision,Avionics,2024-06-01,2024-07-31,2024-08-23,4705.08,5
ORD-1480,Program-C,  orbital systems  ,Electrical,2024-03-20,2024-05-04,2024-05-03,3307.51,1
ORD-1481,Program-C,NorthField Machining,Structural,2024-02-24,2024-03-25,2024-04-04,1022.28,1
ORD-1482,Program-A,  orbital systems  ,Electrical,2024-03-17,2024-05-01,2024-05-03,1187.64,1
ORD-1483,Program-E,Delta Avionics,Structural,2023-12-09,2024-01-23,2024-01-22,1132.61,50
ORD-1484,Program-F,NorthField Machining,Fasteners,2023-12-29,2024-01-12,2024-01-17,4697.53,10
ORD-1485,Program-D,Aerostar Components,Avionics,2023-12-10,2024-02-08,2024-02-05,174.92,100
ORD-1486,Program-E,NorthField Machining,Electrical,2023-12-20,2024-02-03,2024-02-01,3973.34,25
ORD-1487,Program-D,  orbital systems  ,Structural,2023-06-09,2023-06-23,2023-06-20,1505.05,5
ORD-1488,Program-C,  orbital systems  ,Fasteners,2024-01-01,2024-01-31,2024-01-30,2970.24,50
ORD-1489,Program-A,Vantage Precision,Avionics,2023-04-03,2023-04-24,2023-04-27,3535.21,50
ORD-1490,Program-B,  orbital systems  ,Avionics,2023-10-13,2023-11-12,2023-11-13,274.99,1
ORD-1491,Program-C,Vantage Precision,Avionics,2023-10-08,2023-11-22,2023-11-22,1428.43,1
ORD-1492,Program-D,Aerostar Components,Fasteners,2023-04-07,2023-05-07,2023-05-18,1713.23,25
ORD-1493,Program-A,  orbital systems  ,Structural,2023-12-31,2024-01-30,2024-01-27,3073.32,5
ORD-1494,Program-F,Delta Avionics,Avionics,2023-03-17,2023-03-31,2023-03-29,3403.1,50
ORD-1495,Program-F,Delta avionics,Structural,2023-01-12,2023-02-11,2023-02-08,1449.87,10
ORD-1496,Program-C,Aerostar Components,Electrical,2023-06-26,2023-07-26,2023-07-25,3076.74,10
ORD-1497,Program-F,Vantage Precision,Fasteners,2024-07-22,2024-08-21,2024-08-23,1423.45,10
ORD-1498,Program-D,NorthField Machining,Electrical,2024-02-11,2024-02-25,2024-03-05,2206.44,10
ORD-1499,Program-B,Vantage Precision,Electrical,2023-02-17,2023-03-19,2023-03-31,1749.76,1
